440,28385
441,11799
442,26737
443,55020
444,74506
445,73856
446,87047
447,93161
448,15215
449,55012
450,17374
451,50572
452,47267
453,36851
454,85653
455,63887
456,31205
457,50306
458,84697
459,47768
460,22694
461,47806
462,54290
463,22784
464,65461
465,53598
466,2960
467,43603
468,63925
469,79221
470,71075
471,37632
472,70969
473,51317
474,46076
475,36659
476,82953
477,74864
478,91207
479,10745
480,41486
481,57729
482,24105
483,2252
484,33155
485,82420
486,85379
487,13941
488,92727
489,97194
490,84570
491,87974
492,4020
493,28117
494,64609
495,90206
496,48537
497,10857
498,7525
499,57585
500,54641
501,91778
502,74243
503,83759
504,29395
505,95431
506,89410
507,55668
508,25938
509,6264
510,6800
511,66678
512,88084
513,7664
514,82113
515,4680
516,38535
517,1904
518,81320
519,43547
520,76493
521,14545
522,79749
523,36984
524,27430
525,71448
526,66377
527,83016
528,40558
529,20443
530,95240
531,15674
532,43851
533,73743
534,26629
535,27699
536,75004
537,96437
538,75311
539,13895
540,29893
541,3219
542,25253
543,76106
544,95194
545,29649
546,47992
547,7272
548,71987
549,53070
550,38526
551,18667
552,89542
553,26987
554,90718
555,20206
556,79544
557,58185
558,40482
559,60344
560,36131
561,59746
562,67098
563,14220
564,42154
565,47189
566,50362
567,23252
568,89990
569,55387
570,5569
571,26625
572,94704
573,13341
574,68728
575,93337
576,22100
577,73342
578,25014
579,70421
580,91245
581,44273
582,56646
583,37264
584,60224
585,13532
586,80070
587,6091
588,62154
589,25386
590,97373
591,45562
592,48322
593,5130
594,79102
595,72050
596,6458
597,78249
598,55349
599,35643
600,50958
601,7022
602,60418
603,46421
604,18456
605,66190
606,76588
607,24642
608,91676
609,67084
610,74899
611,59248
612,11290
613,51056
614,37916
615,60663
616,71915
617,11473
618,31960
619,70846
620,92563
621,71293
622,1708
623,86963
624,61065
625,4629
626,17745
627,69902
628,87488
629,82340
630,75964
631,20472
632,79266
633,17745
634,41915
635,54337
636,18831
637,93817
638,57124
639,25117
640,2142
641,31138
642,34405
643,48020
644,5319
645,16776
646,39398
647,70159
648,25582
649,35028
650,7060
651,42984
652,39634
653,58118
654,14093
655,54466
656,62361
657,29289
658,10385
659,8090
660,33054
661,16802
662,95973
663,38563
664,43702
665,63070
666,76633
667,68464
668,86352
669,5706
670,90802
671,77195
672,15138
673,7419
674,89717
675,11929
676,68610
677,43737
678,41217
679,20702
680,57814
681,58706
682,84436
683,14242
684,6257
685,40307
686,10681
687,21538
688,88686
689,93890
690,48065
691,38303
692,69796
693,1034
694,44856
695,58221
696,12486
697,60272
698,53302
699,70253
700,75309
701,27549
702,81887
703,25729
704,41481
705,21436
706,79327
707,82755
708,33276
709,7621
710,28523
711,73799
712,26283
713,6097
714,52945
715,44706
716,8373
717,11451
718,86704
719,51709
720,45702
721,62759
722,80741
723,24827
724,58440
725,57877
726,61361
727,79229
728,83535
729,36763
730,20809
731,2492
732,93524
733,61619
734,56294
735,70690
736,51797
737,37658
738,81710
739,7650
740,40552
741,42385
742,32631
743,51860
744,22906
745,86513
746,16569
747,91454
748,88651
749,23989
750,14445
751,52845
752,76244
753,74773
754,98853
755,8760
756,39145
757,36474
758,52710
759,52296
760,11421
761,13509
762,68296
763,9710
764,98131
765,5478
766,22572
767,52165
768,77333
769,67955
770,32742
771,22413
772,30397
773,9573
774,72435
775,62783
776,70076
777,84330
778,28284
779,69796
780,17271
781,40547
782,21501
783,16713
784,44114
785,87635
786,89272
787,79102
788,10533
789,87050
790,52709
791,65464
792,55220
793,16225
794,85708
795,97963
796,51982
797,77620
798,66321
799,80957
800,53846
801,69688
802,22119
803,53218
804,82678
805,31667
806,5482
807,51392
808,95914
809,58956
810,66183
811,37333
812,49123
813,14896
814,37013
815,4509
816,14758
817,54423
818,63975
819,92775
820,82740
821,4956
822,91751
823,4596
824,54402
825,8800
826,23061
827,40804
828,5211
829,10419
830,70197
831,94420
832,95140
833,19725
834,78560
835,96396
836,2609
837,68843
838,98126
839,91796
840,59290
841,88892
842,50821
843,49402
844,25209
845,61742
846,49957
847,10361
848,92984
849,21171
850,79804
851,95901
852,2826
853,61311
854,26695
855,84570
856,89245
857,84100
858,76453
859,10755
860,7298
861,29059
862,50001
863,18338
864,98789
865,74084
866,12402
867,60170
868,13110
869,19182
870,69588
871,53240
872,65534
873,22694
874,36291
875,37902
876,60862
877,57634
878,82915
879,66753
880,47849
881,36259
882,40114
883,71473
884,55122
885,20963
886,69986
887,11025
888,86262
889,23764
890,42955
891,53668
892,9694
893,30025
894,66076
895,4454
896,52250
897,55221
898,26827
899,1043
900,42660
901,11838
902,30859
903,57539
904,71280
905,91110
906,85895
907,68662
908,56227
909,59009
910,78040
911,6757
912,86217
913,74600
914,38004
915,38907
916,13202
917,33425
918,39240
919,73046
920,10316
921,66933
922,89315
923,55309
924,20153
925,67329
926,48423
927,13984
928,98450
929,25580
930,75528
931,75133
932,42805
933,87706
934,61928
935,47605
936,8591
937,22103
938,97762
939,39357
940,11591
941,26387
942,80464
943,92396
944,30340
945,37557
946,27540
947,19463
948,85892
949,46935
950,39267
951,44744
952,73716
953,67928
954,30506
955,30047
956,78093
957,16998
958,51863
959,97021
960,24937
961,84862
962,37627
963,26756
964,70481
965,3227
966,9460
967,56331
968,27125
969,45530
970,87930
971,27601
972,79075
973,76508
974,18833
975,40495
976,86471
977,38156
978,81739
979,60999
980,85765
981,52804
982,81962
983,90995
984,57742
985,23190
986,2355
987,58897
988,50455
989,77568
990,10580
991,16348
992,89833
993,5826
994,6604
995,87665
996,90000
997,17836
998,53255
999,67615
1000,29457
